timestamp,open,high,low,close,volume
1776092271139,99.9,100.2,99.8,100.0,50.0
1776092571139,100.0,100.3,99.9,100.1,51.5
1776092871139,100.1,100.4,100.0,100.2,53.0
1776093171139,100.2,100.5,100.1,100.3,54.5
1776093471139,100.3,100.6,100.2,100.4,56.0
1776093771139,100.4,100.7,100.3,100.5,50.0
1776094071139,100.5,100.8,100.4,100.6,51.5
1776094371139,100.6,100.9,100.5,100.7,53.0
1776094671139,100.7,101.0,100.6,100.8,54.5
1776094971139,100.8,101.1,100.7,100.9,56.0
1776095271139,99.9,100.2,99.8,100.0,50.0
1776095571139,100.0,100.3,99.9,100.1,51.5
1776095871139,100.1,100.4,100.0,100.2,53.0
1776096171139,100.2,100.5,100.1,100.3,54.5
1776096471139,100.3,100.6,100.2,100.4,56.0
1776096771139,100.4,100.7,100.3,100.5,50.0
1776097071139,100.5,100.8,100.4,100.6,51.5
1776097371139,100.6,100.9,100.5,100.7,53.0
1776097671139,100.7,101.0,100.6,100.8,54.5
1776097971139,100.8,101.1,100.7,100.9,56.0
1776098271139,99.9,100.2,99.8,100.0,50.0
1776098571139,100.0,100.3,99.9,100.1,51.5
1776098871139,100.1,100.4,100.0,100.2,53.0
1776099171139,100.2,100.5,100.1,100.3,54.5
1776099471139,100.3,100.6,100.2,100.4,56.0
1776099771139,100.4,100.7,100.3,100.5,50.0
1776100071139,100.5,100.8,100.4,100.6,51.5
1776100371139,100.6,100.9,100.5,100.7,53.0
1776100671139,100.7,101.0,100.6,100.8,54.5
1776100971139,100.8,101.1,100.7,100.9,56.0
1776101271139,99.9,100.2,99.8,100.0,50.0
1776101571139,100.0,100.3,99.9,100.1,51.5
1776101871139,100.1,100.4,100.0,100.2,53.0
1776102171139,100.2,100.5,100.1,100.3,54.5
1776102471139,100.3,100.6,100.2,100.4,56.0
1776102771139,100.4,100.7,100.3,100.5,50.0
1776103071139,100.5,100.8,100.4,100.6,51.5
1776103371139,100.6,100.9,100.5,100.7,53.0
1776103671139,100.7,101.0,100.6,100.8,54.5
1776103971139,100.8,101.1,100.7,100.9,56.0
1776104271139,99.9,100.2,99.8,100.0,50.0
1776104571139,100.0,100.3,99.9,100.1,51.5
1776104871139,100.1,100.4,100.0,100.2,53.0
1776105171139,100.2,100.5,100.1,100.3,54.5
1776105471139,100.3,100.6,100.2,100.4,56.0
1776105771139,100.4,100.7,100.3,100.5,50.0
1776106071139,100.5,100.8,100.4,100.6,51.5
1776106371139,100.6,100.9,100.5,100.7,53.0
1776106671139,100.7,101.0,100.6,100.8,54.5
1776106971139,100.8,101.1,100.7,100.9,56.0
1776107271139,99.9,100.2,99.8,100.0,50.0
1776107571139,100.0,100.3,99.9,100.1,51.5
1776107871139,100.1,100.4,100.0,100.2,53.0
1776108171139,100.2,100.5,100.1,100.3,54.5
1776108471139,100.3,100.6,100.2,100.4,56.0
1776108771139,100.4,100.7,100.3,100.5,50.0
1776109071139,100.5,100.8,100.4,100.6,51.5
1776109371139,100.6,100.9,100.5,100.7,53.0
1776109671139,100.7,101.0,100.6,100.8,54.5
1776109971139,100.8,101.1,100.7,100.9,56.0
1776110271139,99.9,100.2,99.8,100.0,50.0
1776110571139,100.0,100.3,99.9,100.1,51.5
1776110871139,100.1,100.4,100.0,100.2,53.0
1776111171139,100.2,100.5,100.1,100.3,54.5
1776111471139,100.3,100.6,100.2,100.4,56.0
1776111771139,100.4,100.7,100.3,100.5,50.0
1776112071139,100.5,100.8,100.4,100.6,51.5
1776112371139,100.6,100.9,100.5,100.7,53.0
1776112671139,100.7,101.0,100.6,100.8,54.5
1776112971139,100.8,101.1,100.7,100.9,56.0
1776113271139,99.9,100.2,99.8,100.0,50.0
1776113571139,100.0,100.3,99.9,100.1,51.5
1776113871139,100.1,100.4,100.0,100.2,53.0
1776114171139,100.2,100.5,100.1,100.3,54.5
1776114471139,100.3,100.6,100.2,100.4,56.0
1776114771139,100.4,100.7,100.3,100.5,50.0
1776115071139,100.5,100.8,100.4,100.6,51.5
1776115371139,100.6,100.9,100.5,100.7,53.0
1776115671139,100.7,101.0,100.6,100.8,54.5
1776115971139,100.8,101.1,100.7,100.9,56.0
1776116271139,99.9,100.2,99.8,100.0,50.0
1776116571139,100.0,100.3,99.9,100.1,51.5
1776116871139,100.1,100.4,100.0,100.2,53.0
1776117171139,100.2,100.5,100.1,100.3,54.5
1776117471139,100.3,100.6,100.2,100.4,56.0
1776117771139,100.4,100.7,100.3,100.5,50.0
1776118071139,100.5,100.8,100.4,100.6,51.5
1776118371139,100.6,100.9,100.5,100.7,53.0
1776118671139,100.7,101.0,100.6,100.8,54.5
1776118971139,100.8,101.1,100.7,100.9,56.0
1776119271139,99.9,100.2,99.8,100.0,50.0
1776119571139,100.0,100.3,99.9,100.1,51.5
1776119871139,100.1,100.4,100.0,100.2,53.0
1776120171139,100.2,100.5,100.1,100.3,54.5
1776120471139,100.3,100.6,100.2,100.4,56.0
1776120771139,100.4,100.7,100.3,100.5,50.0
1776121071139,100.5,100.8,100.4,100.6,51.5
1776121371139,100.6,100.9,100.5,100.7,53.0
1776121671139,100.7,101.0,100.6,100.8,54.5
1776121971139,100.8,101.1,100.7,100.9,56.0
1776122271139,99.9,100.2,99.8,100.0,50.0
1776122571139,100.0,100.3,99.9,100.1,51.5
1776122871139,100.1,100.4,100.0,100.2,53.0
1776123171139,100.2,100.5,100.1,100.3,54.5
1776123471139,100.3,100.6,100.2,100.4,56.0
1776123771139,100.4,100.7,100.3,100.5,50.0
1776124071139,100.5,100.8,100.4,100.6,51.5
1776124371139,100.6,100.9,100.5,100.7,53.0
1776124671139,100.7,101.0,100.6,100.8,54.5
1776124971139,100.8,101.1,100.7,100.9,56.0
1776125271139,99.9,100.2,99.8,100.0,50.0
1776125571139,100.0,100.3,99.9,100.1,51.5
1776125871139,100.1,100.4,100.0,100.2,53.0
1776126171139,100.2,100.5,100.1,100.3,54.5
1776126471139,100.3,100.6,100.2,100.4,56.0
1776126771139,100.4,100.7,100.3,100.5,50.0
1776127071139,100.5,100.8,100.4,100.6,51.5
1776127371139,100.6,100.9,100.5,100.7,53.0
1776127671139,100.7,101.0,100.6,100.8,54.5
1776127971139,100.8,101.1,100.7,100.9,56.0
1776128271139,99.9,100.2,99.8,100.0,50.0
1776128571139,100.0,100.3,99.9,100.1,51.5
1776128871139,100.1,100.4,100.0,100.2,53.0
1776129171139,100.2,100.5,100.1,100.3,54.5
1776129471139,100.3,100.6,100.2,100.4,56.0
1776129771139,100.4,100.7,100.3,100.5,50.0
1776130071139,100.5,100.8,100.4,100.6,51.5
1776130371139,100.6,100.9,100.5,100.7,53.0
1776130671139,100.7,101.0,100.6,100.8,54.5
1776130971139,100.8,101.1,100.7,100.9,56.0
1776131271139,99.9,100.2,99.8,100.0,50.0
1776131571139,100.0,100.3,99.9,100.1,51.5
1776131871139,100.1,100.4,100.0,100.2,53.0
1776132171139,100.2,100.5,100.1,100.3,54.5
1776132471139,100.3,100.6,100.2,100.4,56.0
1776132771139,100.4,100.7,100.3,100.5,50.0
1776133071139,100.5,100.8,100.4,100.6,51.5
1776133371139,100.6,100.9,100.5,100.7,53.0
1776133671139,100.7,101.0,100.6,100.8,54.5
1776133971139,100.8,101.1,100.7,100.9,56.0
1776134271139,99.9,100.2,99.8,100.0,50.0
1776134571139,100.0,100.3,99.9,100.1,51.5
1776134871139,100.1,100.4,100.0,100.2,53.0
1776135171139,100.2,100.5,100.1,100.3,54.5
1776135471139,100.3,100.6,100.2,100.4,56.0
1776135771139,100.4,100.7,100.3,100.5,50.0
1776136071139,100.5,100.8,100.4,100.6,51.5
1776136371139,100.6,100.9,100.5,100.7,53.0
1776136671139,100.7,101.0,100.6,100.8,54.5
1776136971139,100.8,101.1,100.7,100.9,56.0
1776137271139,99.9,100.2,99.8,100.0,50.0
1776137571139,100.0,100.3,99.9,100.1,51.5
1776137871139,100.1,100.4,100.0,100.2,53.0
1776138171139,100.2,100.5,100.1,100.3,54.5
1776138471139,100.3,100.6,100.2,100.4,56.0
1776138771139,100.4,100.7,100.3,100.5,50.0
1776139071139,100.5,100.8,100.4,100.6,51.5
1776139371139,100.6,100.9,100.5,100.7,53.0
1776139671139,100.7,101.0,100.6,100.8,54.5
1776139971139,100.8,101.1,100.7,100.9,56.0
1776140271139,99.9,100.2,99.8,100.0,50.0
1776140571139,100.0,100.3,99.9,100.1,51.5
1776140871139,100.1,100.4,100.0,100.2,53.0
1776141171139,100.2,100.5,100.1,100.3,54.5
1776141471139,100.3,100.6,100.2,100.4,56.0
1776141771139,100.4,100.7,100.3,100.5,50.0
1776142071139,100.5,100.8,100.4,100.6,51.5
1776142371139,100.6,100.9,100.5,100.7,53.0
1776142671139,100.7,101.0,100.6,100.8,54.5
1776142971139,100.8,101.1,100.7,100.9,56.0
1776143271139,99.9,100.2,99.8,100.0,50.0
1776143571139,100.0,100.3,99.9,100.1,51.5
1776143871139,100.1,100.4,100.0,100.2,53.0
1776144171139,100.2,100.5,100.1,100.3,54.5
1776144471139,100.3,100.6,100.2,100.4,56.0
1776144771139,100.4,100.7,100.3,100.5,50.0
1776145071139,100.5,100.8,100.4,100.6,51.5
1776145371139,100.6,100.9,100.5,100.7,53.0
1776145671139,100.7,101.0,100.6,100.8,54.5
1776145971139,100.8,101.1,100.7,100.9,56.0
1776146271139,99.9,100.2,99.8,100.0,50.0
1776146571139,100.0,100.3,99.9,100.1,51.5
1776146871139,100.1,100.4,100.0,100.2,53.0
1776147171139,100.2,100.5,100.1,100.3,54.5
1776147471139,100.3,100.6,100.2,100.4,56.0
1776147771139,100.4,100.7,100.3,100.5,50.0
1776148071139,100.5,100.8,100.4,100.6,51.5
1776148371139,100.6,100.9,100.5,100.7,53.0
1776148671139,100.7,101.0,100.6,100.8,54.5
1776148971139,100.8,101.1,100.7,100.9,56.0
1776149271139,99.9,100.2,99.8,100.0,50.0
1776149571139,100.0,100.3,99.9,100.1,51.5
1776149871139,100.1,100.4,100.0,100.2,53.0
1776150171139,100.2,100.5,100.1,100.3,54.5
1776150471139,100.3,100.6,100.2,100.4,56.0
1776150771139,100.4,100.7,100.3,100.5,50.0
1776151071139,100.5,100.8,100.4,100.6,51.5
1776151371139,100.6,100.9,100.5,100.7,53.0
1776151671139,100.7,101.0,100.6,100.8,54.5
1776151971139,100.8,101.1,100.7,100.9,56.0
1776152271139,99.9,100.2,99.8,100.0,50.0
1776152571139,100.0,100.3,99.9,100.1,51.5
1776152871139,100.1,100.4,100.0,100.2,53.0
1776153171139,100.2,100.5,100.1,100.3,54.5
1776153471139,100.3,100.6,100.2,100.4,56.0
1776153771139,100.4,100.7,100.3,100.5,50.0
1776154071139,100.5,100.8,100.4,100.6,51.5
1776154371139,100.6,100.9,100.5,100.7,53.0
1776154671139,100.7,101.0,100.6,100.8,54.5
1776154971139,100.8,101.1,100.7,100.9,56.0
1776155271139,99.9,100.2,99.8,100.0,50.0
1776155571139,100.0,100.3,99.9,100.1,51.5
1776155871139,100.1,100.4,100.0,100.2,53.0
1776156171139,100.2,100.5,100.1,100.3,54.5
1776156471139,100.3,100.6,100.2,100.4,56.0
