timestamp,open,high,low,close,volume
1775910114536,99.9,100.2,99.8,100.0,50.0
1775910414536,100.0,100.3,99.9,100.1,51.5
1775910714536,100.1,100.4,100.0,100.2,53.0
1775911014536,100.2,100.5,100.1,100.3,54.5
1775911314536,100.3,100.6,100.2,100.4,56.0
1775911614536,100.4,100.7,100.3,100.5,50.0
1775911914536,100.5,100.8,100.4,100.6,51.5
1775912214536,100.6,100.9,100.5,100.7,53.0
1775912514536,100.7,101.0,100.6,100.8,54.5
1775912814536,100.8,101.1,100.7,100.9,56.0
1775913114536,99.9,100.2,99.8,100.0,50.0
1775913414536,100.0,100.3,99.9,100.1,51.5
1775913714536,100.1,100.4,100.0,100.2,53.0
1775914014536,100.2,100.5,100.1,100.3,54.5
1775914314536,100.3,100.6,100.2,100.4,56.0
1775914614536,100.4,100.7,100.3,100.5,50.0
1775914914536,100.5,100.8,100.4,100.6,51.5
1775915214536,100.6,100.9,100.5,100.7,53.0
1775915514536,100.7,101.0,100.6,100.8,54.5
1775915814536,100.8,101.1,100.7,100.9,56.0
1775916114536,99.9,100.2,99.8,100.0,50.0
1775916414536,100.0,100.3,99.9,100.1,51.5
1775916714536,100.1,100.4,100.0,100.2,53.0
1775917014536,100.2,100.5,100.1,100.3,54.5
1775917314536,100.3,100.6,100.2,100.4,56.0
1775917614536,100.4,100.7,100.3,100.5,50.0
1775917914536,100.5,100.8,100.4,100.6,51.5
1775918214536,100.6,100.9,100.5,100.7,53.0
1775918514536,100.7,101.0,100.6,100.8,54.5
1775918814536,100.8,101.1,100.7,100.9,56.0
1775919114536,99.9,100.2,99.8,100.0,50.0
1775919414536,100.0,100.3,99.9,100.1,51.5
1775919714536,100.1,100.4,100.0,100.2,53.0
1775920014536,100.2,100.5,100.1,100.3,54.5
1775920314536,100.3,100.6,100.2,100.4,56.0
1775920614536,100.4,100.7,100.3,100.5,50.0
1775920914536,100.5,100.8,100.4,100.6,51.5
1775921214536,100.6,100.9,100.5,100.7,53.0
1775921514536,100.7,101.0,100.6,100.8,54.5
1775921814536,100.8,101.1,100.7,100.9,56.0
1775922114536,99.9,100.2,99.8,100.0,50.0
1775922414536,100.0,100.3,99.9,100.1,51.5
1775922714536,100.1,100.4,100.0,100.2,53.0
1775923014536,100.2,100.5,100.1,100.3,54.5
1775923314536,100.3,100.6,100.2,100.4,56.0
1775923614536,100.4,100.7,100.3,100.5,50.0
