timestamp,open,high,low,close,volume
1746713008708,99.9,100.2,99.8,100.0,50.0
1746799408708,100.0,100.3,99.9,100.1,51.5
1746885808708,100.1,100.4,100.0,100.2,53.0
1746972208708,100.2,100.5,100.1,100.3,54.5
1747058608708,100.3,100.6,100.2,100.4,56.0
1747145008708,100.4,100.7,100.3,100.5,50.0
1747231408708,100.5,100.8,100.4,100.6,51.5
1747317808708,100.6,100.9,100.5,100.7,53.0
1747404208708,100.7,101.0,100.6,100.8,54.5
1747490608708,100.8,101.1,100.7,100.9,56.0
1747577008708,99.9,100.2,99.8,100.0,50.0
1747663408708,100.0,100.3,99.9,100.1,51.5
1747749808708,100.1,100.4,100.0,100.2,53.0
1747836208708,100.2,100.5,100.1,100.3,54.5
1747922608708,100.3,100.6,100.2,100.4,56.0
1748009008708,100.4,100.7,100.3,100.5,50.0
1748095408708,100.5,100.8,100.4,100.6,51.5
1748181808708,100.6,100.9,100.5,100.7,53.0
1748268208708,100.7,101.0,100.6,100.8,54.5
1748354608708,100.8,101.1,100.7,100.9,56.0
1748441008708,99.9,100.2,99.8,100.0,50.0
1748527408708,100.0,100.3,99.9,100.1,51.5
1748613808708,100.1,100.4,100.0,100.2,53.0
1748700208708,100.2,100.5,100.1,100.3,54.5
1748786608708,100.3,100.6,100.2,100.4,56.0
1748873008708,100.4,100.7,100.3,100.5,50.0
1748959408708,100.5,100.8,100.4,100.6,51.5
1749045808708,100.6,100.9,100.5,100.7,53.0
1749132208708,100.7,101.0,100.6,100.8,54.5
1749218608708,100.8,101.1,100.7,100.9,56.0
1749305008708,99.9,100.2,99.8,100.0,50.0
1749391408708,100.0,100.3,99.9,100.1,51.5
1749477808708,100.1,100.4,100.0,100.2,53.0
1749564208708,100.2,100.5,100.1,100.3,54.5
1749650608708,100.3,100.6,100.2,100.4,56.0
1749737008708,100.4,100.7,100.3,100.5,50.0
1749823408708,100.5,100.8,100.4,100.6,51.5
1749909808708,100.6,100.9,100.5,100.7,53.0
1749996208708,100.7,101.0,100.6,100.8,54.5
1750082608708,100.8,101.1,100.7,100.9,56.0
1750169008708,99.9,100.2,99.8,100.0,50.0
1750255408708,100.0,100.3,99.9,100.1,51.5
1750341808708,100.1,100.4,100.0,100.2,53.0
1750428208708,100.2,100.5,100.1,100.3,54.5
1750514608708,100.3,100.6,100.2,100.4,56.0
1750601008708,100.4,100.7,100.3,100.5,50.0
1750687408708,100.5,100.8,100.4,100.6,51.5
1750773808708,100.6,100.9,100.5,100.7,53.0
1750860208708,100.7,101.0,100.6,100.8,54.5
1750946608708,100.8,101.1,100.7,100.9,56.0
1751033008708,99.9,100.2,99.8,100.0,50.0
1751119408708,100.0,100.3,99.9,100.1,51.5
1751205808708,100.1,100.4,100.0,100.2,53.0
1751292208708,100.2,100.5,100.1,100.3,54.5
