timestamp,open,high,low,close,volume
1777658987640,99.9,100.2,99.8,100.0,50.0
1777659287640,100.0,100.3,99.9,100.1,51.5
1777659587640,100.1,100.4,100.0,100.2,53.0
1777659887640,100.2,100.5,100.1,100.3,54.5
1777660187640,100.3,100.6,100.2,100.4,56.0
1777660487640,100.4,100.7,100.3,100.5,50.0
1777660787640,100.5,100.8,100.4,100.6,51.5
1777661087640,100.6,100.9,100.5,100.7,53.0
1777661387640,100.7,101.0,100.6,100.8,54.5
1777661687640,100.8,101.1,100.7,100.9,56.0
1777661987640,99.9,100.2,99.8,100.0,50.0
1777662287640,100.0,100.3,99.9,100.1,51.5
1777662587640,100.1,100.4,100.0,100.2,53.0
1777662887640,100.2,100.5,100.1,100.3,54.5
1777663187640,100.3,100.6,100.2,100.4,56.0
1777663487640,100.4,100.7,100.3,100.5,50.0
1777663787640,100.5,100.8,100.4,100.6,51.5
1777664087640,100.6,100.9,100.5,100.7,53.0
1777664387640,100.7,101.0,100.6,100.8,54.5
1777664687640,100.8,101.1,100.7,100.9,56.0
1777664987640,99.9,100.2,99.8,100.0,50.0
1777665287640,100.0,100.3,99.9,100.1,51.5
1777665587640,100.1,100.4,100.0,100.2,53.0
1777665887640,100.2,100.5,100.1,100.3,54.5
1777666187640,100.3,100.6,100.2,100.4,56.0
1777666487640,100.4,100.7,100.3,100.5,50.0
1777666787640,100.5,100.8,100.4,100.6,51.5
1777667087640,100.6,100.9,100.5,100.7,53.0
1777667387640,100.7,101.0,100.6,100.8,54.5
1777667687640,100.8,101.1,100.7,100.9,56.0
1777667987640,99.9,100.2,99.8,100.0,50.0
1777668287640,100.0,100.3,99.9,100.1,51.5
1777668587640,100.1,100.4,100.0,100.2,53.0
1777668887640,100.2,100.5,100.1,100.3,54.5
1777669187640,100.3,100.6,100.2,100.4,56.0
1777669487640,100.4,100.7,100.3,100.5,50.0
1777669787640,100.5,100.8,100.4,100.6,51.5
1777670087640,100.6,100.9,100.5,100.7,53.0
1777670387640,100.7,101.0,100.6,100.8,54.5
1777670687640,100.8,101.1,100.7,100.9,56.0
1777670987640,99.9,100.2,99.8,100.0,50.0
1777671287640,100.0,100.3,99.9,100.1,51.5
1777671587640,100.1,100.4,100.0,100.2,53.0
1777671887640,100.2,100.5,100.1,100.3,54.5
1777672187640,100.3,100.6,100.2,100.4,56.0
1777672487640,100.4,100.7,100.3,100.5,50.0
1777672787640,100.5,100.8,100.4,100.6,51.5
1777673087640,100.6,100.9,100.5,100.7,53.0
1777673387640,100.7,101.0,100.6,100.8,54.5
1777673687640,100.8,101.1,100.7,100.9,56.0
1777673987640,99.9,100.2,99.8,100.0,50.0
1777674287640,100.0,100.3,99.9,100.1,51.5
1777674587640,100.1,100.4,100.0,100.2,53.0
1777674887640,100.2,100.5,100.1,100.3,54.5
1777675187640,100.3,100.6,100.2,100.4,56.0
1777675487640,100.4,100.7,100.3,100.5,50.0
1777675787640,100.5,100.8,100.4,100.6,51.5
1777676087640,100.6,100.9,100.5,100.7,53.0
1777676387640,100.7,101.0,100.6,100.8,54.5
1777676687640,100.8,101.1,100.7,100.9,56.0
1777676987640,99.9,100.2,99.8,100.0,50.0
1777677287640,100.0,100.3,99.9,100.1,51.5
1777677587640,100.1,100.4,100.0,100.2,53.0
1777677887640,100.2,100.5,100.1,100.3,54.5
1777678187640,100.3,100.6,100.2,100.4,56.0
1777678487640,100.4,100.7,100.3,100.5,50.0
1777678787640,100.5,100.8,100.4,100.6,51.5
1777679087640,100.6,100.9,100.5,100.7,53.0
1777679387640,100.7,101.0,100.6,100.8,54.5
1777679687640,100.8,101.1,100.7,100.9,56.0
1777679987640,99.9,100.2,99.8,100.0,50.0
1777680287640,100.0,100.3,99.9,100.1,51.5
1777680587640,100.1,100.4,100.0,100.2,53.0
1777680887640,100.2,100.5,100.1,100.3,54.5
1777681187640,100.3,100.6,100.2,100.4,56.0
1777681487640,100.4,100.7,100.3,100.5,50.0
1777681787640,100.5,100.8,100.4,100.6,51.5
1777682087640,100.6,100.9,100.5,100.7,53.0
1777682387640,100.7,101.0,100.6,100.8,54.5
1777682687640,100.8,101.1,100.7,100.9,56.0
1777682987640,99.9,100.2,99.8,100.0,50.0
1777683287640,100.0,100.3,99.9,100.1,51.5
1777683587640,100.1,100.4,100.0,100.2,53.0
1777683887640,100.2,100.5,100.1,100.3,54.5
1777684187640,100.3,100.6,100.2,100.4,56.0
1777684487640,100.4,100.7,100.3,100.5,50.0
1777684787640,100.5,100.8,100.4,100.6,51.5
1777685087640,100.6,100.9,100.5,100.7,53.0
1777685387640,100.7,101.0,100.6,100.8,54.5
1777685687640,100.8,101.1,100.7,100.9,56.0
1777685987640,99.9,100.2,99.8,100.0,50.0
1777686287640,100.0,100.3,99.9,100.1,51.5
1777686587640,100.1,100.4,100.0,100.2,53.0
1777686887640,100.2,100.5,100.1,100.3,54.5
1777687187640,100.3,100.6,100.2,100.4,56.0
1777687487640,100.4,100.7,100.3,100.5,50.0
1777687787640,100.5,100.8,100.4,100.6,51.5
1777688087640,100.6,100.9,100.5,100.7,53.0
1777688387640,100.7,101.0,100.6,100.8,54.5
1777688687640,100.8,101.1,100.7,100.9,56.0
1777688987640,99.9,100.2,99.8,100.0,50.0
1777689287640,100.0,100.3,99.9,100.1,51.5
1777689587640,100.1,100.4,100.0,100.2,53.0
1777689887640,100.2,100.5,100.1,100.3,54.5
1777690187640,100.3,100.6,100.2,100.4,56.0
1777690487640,100.4,100.7,100.3,100.5,50.0
1777690787640,100.5,100.8,100.4,100.6,51.5
1777691087640,100.6,100.9,100.5,100.7,53.0
1777691387640,100.7,101.0,100.6,100.8,54.5
1777691687640,100.8,101.1,100.7,100.9,56.0
1777691987640,99.9,100.2,99.8,100.0,50.0
1777692287640,100.0,100.3,99.9,100.1,51.5
1777692587640,100.1,100.4,100.0,100.2,53.0
1777692887640,100.2,100.5,100.1,100.3,54.5
1777693187640,100.3,100.6,100.2,100.4,56.0
1777693487640,100.4,100.7,100.3,100.5,50.0
1777693787640,100.5,100.8,100.4,100.6,51.5
1777694087640,100.6,100.9,100.5,100.7,53.0
1777694387640,100.7,101.0,100.6,100.8,54.5
1777694687640,100.8,101.1,100.7,100.9,56.0
1777694987640,99.9,100.2,99.8,100.0,50.0
1777695287640,100.0,100.3,99.9,100.1,51.5
1777695587640,100.1,100.4,100.0,100.2,53.0
1777695887640,100.2,100.5,100.1,100.3,54.5
1777696187640,100.3,100.6,100.2,100.4,56.0
1777696487640,100.4,100.7,100.3,100.5,50.0
1777696787640,100.5,100.8,100.4,100.6,51.5
1777697087640,100.6,100.9,100.5,100.7,53.0
1777697387640,100.7,101.0,100.6,100.8,54.5
1777697687640,100.8,101.1,100.7,100.9,56.0
1777697987640,99.9,100.2,99.8,100.0,50.0
1777698287640,100.0,100.3,99.9,100.1,51.5
1777698587640,100.1,100.4,100.0,100.2,53.0
1777698887640,100.2,100.5,100.1,100.3,54.5
1777699187640,100.3,100.6,100.2,100.4,56.0
1777699487640,100.4,100.7,100.3,100.5,50.0
1777699787640,100.5,100.8,100.4,100.6,51.5
1777700087640,100.6,100.9,100.5,100.7,53.0
1777700387640,100.7,101.0,100.6,100.8,54.5
1777700687640,100.8,101.1,100.7,100.9,56.0
1777700987640,99.9,100.2,99.8,100.0,50.0
1777701287640,100.0,100.3,99.9,100.1,51.5
1777701587640,100.1,100.4,100.0,100.2,53.0
1777701887640,100.2,100.5,100.1,100.3,54.5
1777702187640,100.3,100.6,100.2,100.4,56.0
1777702487640,100.4,100.7,100.3,100.5,50.0
1777702787640,100.5,100.8,100.4,100.6,51.5
1777703087640,100.6,100.9,100.5,100.7,53.0
1777703387640,100.7,101.0,100.6,100.8,54.5
1777703687640,100.8,101.1,100.7,100.9,56.0
1777703987640,99.9,100.2,99.8,100.0,50.0
1777704287640,100.0,100.3,99.9,100.1,51.5
1777704587640,100.1,100.4,100.0,100.2,53.0
1777704887640,100.2,100.5,100.1,100.3,54.5
1777705187640,100.3,100.6,100.2,100.4,56.0
1777705487640,100.4,100.7,100.3,100.5,50.0
1777705787640,100.5,100.8,100.4,100.6,51.5
1777706087640,100.6,100.9,100.5,100.7,53.0
1777706387640,100.7,101.0,100.6,100.8,54.5
1777706687640,100.8,101.1,100.7,100.9,56.0
1777706987640,99.9,100.2,99.8,100.0,50.0
1777707287640,100.0,100.3,99.9,100.1,51.5
1777707587640,100.1,100.4,100.0,100.2,53.0
1777707887640,100.2,100.5,100.1,100.3,54.5
1777708187640,100.3,100.6,100.2,100.4,56.0
1777708487640,100.4,100.7,100.3,100.5,50.0
1777708787640,100.5,100.8,100.4,100.6,51.5
1777709087640,100.6,100.9,100.5,100.7,53.0
