timestamp,open,high,low,close,volume
1746713008725,99.9,100.2,99.8,100.0,50.0
1746799408725,100.0,100.3,99.9,100.1,51.5
1746885808725,100.1,100.4,100.0,100.2,53.0
1746972208725,100.2,100.5,100.1,100.3,54.5
1747058608725,100.3,100.6,100.2,100.4,56.0
1747145008725,100.4,100.7,100.3,100.5,50.0
1747231408725,100.5,100.8,100.4,100.6,51.5
1747317808725,100.6,100.9,100.5,100.7,53.0
1747404208725,100.7,101.0,100.6,100.8,54.5
1747490608725,100.8,101.1,100.7,100.9,56.0
1747577008725,99.9,100.2,99.8,100.0,50.0
1747663408725,100.0,100.3,99.9,100.1,51.5
1747749808725,100.1,100.4,100.0,100.2,53.0
1747836208725,100.2,100.5,100.1,100.3,54.5
1747922608725,100.3,100.6,100.2,100.4,56.0
1748009008725,100.4,100.7,100.3,100.5,50.0
1748095408725,100.5,100.8,100.4,100.6,51.5
1748181808725,100.6,100.9,100.5,100.7,53.0
1748268208725,100.7,101.0,100.6,100.8,54.5
1748354608725,100.8,101.1,100.7,100.9,56.0
1748441008725,99.9,100.2,99.8,100.0,50.0
1748527408725,100.0,100.3,99.9,100.1,51.5
1748613808725,100.1,100.4,100.0,100.2,53.0
1748700208725,100.2,100.5,100.1,100.3,54.5
1748786608725,100.3,100.6,100.2,100.4,56.0
1748873008725,100.4,100.7,100.3,100.5,50.0
1748959408725,100.5,100.8,100.4,100.6,51.5
1749045808725,100.6,100.9,100.5,100.7,53.0
1749132208725,100.7,101.0,100.6,100.8,54.5
1749218608725,100.8,101.1,100.7,100.9,56.0
1749305008725,99.9,100.2,99.8,100.0,50.0
1749391408725,100.0,100.3,99.9,100.1,51.5
1749477808725,100.1,100.4,100.0,100.2,53.0
1749564208725,100.2,100.5,100.1,100.3,54.5
1749650608725,100.3,100.6,100.2,100.4,56.0
1749737008725,100.4,100.7,100.3,100.5,50.0
1749823408725,100.5,100.8,100.4,100.6,51.5
1749909808725,100.6,100.9,100.5,100.7,53.0
1749996208725,100.7,101.0,100.6,100.8,54.5
1750082608725,100.8,101.1,100.7,100.9,56.0
1750169008725,99.9,100.2,99.8,100.0,50.0
1750255408725,100.0,100.3,99.9,100.1,51.5
1750341808725,100.1,100.4,100.0,100.2,53.0
1750428208725,100.2,100.5,100.1,100.3,54.5
1750514608725,100.3,100.6,100.2,100.4,56.0
1750601008725,100.4,100.7,100.3,100.5,50.0
1750687408725,100.5,100.8,100.4,100.6,51.5
